2020-11-10,09:16:01,22.903988,113.898282
2020-11-10,09:16:02,22.903994,113.898277
2020-11-10,09:16:03,22.904008,113.898274
2020-11-10,09:16:04,22.904021,113.898278
2020-11-10,09:16:05,22.904030,113.898283
2020-11-10,09:16:06,22.904035,113.898291
2020-11-10,09:16:07,22.904034,113.898302
2020-11-10,09:16:08,22.904037,113.898314
2020-11-10,09:16:09,22.904035,113.898327
2020-11-10,09:16:10,22.904039,113.898336
2020-11-10,09:16:11,22.904038,113.898346
2020-11-10,09:16:12,22.904045,113.898343
2020-11-10,09:16:13,22.904052,113.898346
2020-11-10,09:16:14,22.904055,113.898358
2020-11-10,09:16:15,22.904051,113.898375
2020-11-10,09:16:16,22.904035,113.898397
2020-11-10,09:16:17,22.904018,113.898408
2020-11-10,09:16:18,22.904003,113.898422
2020-11-10,09:16:19,22.903993,113.898429
2020-11-10,09:16:20,22.903980,113.898438
2020-11-10,09:16:21,22.903966,113.898441
2020-11-10,09:16:22,22.903955,113.898443
2020-11-10,09:16:23,22.903943,113.898447
2020-11-10,09:16:24,22.903933,113.898451
2020-11-10,09:16:25,22.903923,113.898458
2020-11-10,09:16:26,22.903915,113.898463
2020-11-10,09:16:27,22.903910,113.898467
2020-11-10,09:16:28,22.903906,113.898470
2020-11-10,09:16:33,22.903913,113.898463
2020-11-10,09:16:34,22.903914,113.898465
2020-11-10,09:16:35,22.903912,113.898469
2020-11-10,09:16:41,22.903909,113.898472
2020-11-10,09:16:42,22.903909,113.898473
2020-11-10,09:16:43,22.903910,113.898478
2020-11-10,09:16:44,22.903906,113.898479
2020-11-10,09:16:45,22.903900,113.898481
2020-11-10,09:16:46,22.903894,113.898476
2020-11-10,09:16:47,22.903882,113.898466
2020-11-10,09:16:48,22.903866,113.898456
2020-11-10,09:16:49,22.903853,113.898449
2020-11-10,09:16:50,22.903841,113.898440
2020-11-10,09:16:51,22.903827,113.898428
2020-11-10,09:16:52,22.903812,113.898421
2020-11-10,09:16:53,22.903796,113.898416
2020-11-10,09:16:54,22.903781,113.898413
2020-11-10,09:16:55,22.903764,113.898406
2020-11-10,09:16:56,22.903748,113.898400
2020-11-10,09:16:57,22.903731,113.898395
2020-11-10,09:16:58,22.903717,113.898391
2020-11-10,09:16:59,22.903705,113.898382
2020-11-10,09:17:00,22.903688,113.898370
2020-11-10,09:17:01,22.903681,113.898371
2020-11-10,09:17:02,22.903687,113.898384
2020-11-10,09:17:03,22.903696,113.898398
2020-11-10,09:17:04,22.903710,113.898413
2020-11-10,09:17:05,22.903727,113.898421
2020-11-10,09:17:06,22.903745,113.898425
2020-11-10,09:17:07,22.903772,113.898436
2020-11-10,09:17:08,22.903787,113.898439
2020-11-10,09:17:09,22.903800,113.898443
2020-11-10,09:17:10,22.903816,113.898444
2020-11-10,09:17:11,22.903829,113.898448
2020-11-10,09:17:12,22.903842,113.898452
2020-11-10,09:17:13,22.903851,113.898459
2020-11-10,09:17:14,22.903861,113.898463
2020-11-10,09:17:15,22.903873,113.898469
2020-11-10,09:17:16,22.903884,113.898472
2020-11-10,09:17:17,22.903893,113.898475
2020-11-10,09:17:18,22.903898,113.898473
2020-11-10,09:17:19,22.903903,113.898472
2020-11-10,09:17:20,22.903915,113.898475
2020-11-10,09:17:21,22.903925,113.898476
2020-11-10,09:17:22,22.903937,113.898477
2020-11-10,09:17:23,22.903945,113.898482
2020-11-10,09:17:24,22.903954,113.898489
2020-11-10,09:17:25,22.903963,113.898495
2020-11-10,09:17:26,22.903972,113.898503
2020-11-10,09:17:27,22.903981,113.898511
2020-11-10,09:17:28,22.903992,113.898515
2020-11-10,09:17:29,22.903999,113.898524
2020-11-10,09:17:30,22.904014,113.898530
